contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
AAPL130705C00355000,AAPL,7/5/2013,call,355,A,40.2,,42.35,,0,0,6/28/2013,0.9951,0.0008,-7.952,0.7393,0.3279
AAPL130705P00355000,AAPL,7/5/2013,put,355,A,0.09,,0.11,,371,244,6/28/2013,-0.0138,0.0018,-20.525,1.8462,0.3861
AAPL130705C00360000,AAPL,7/5/2013,call,360,A,36.1,,37.2,,14,0,6/28/2013,0.9881,0.0018,-16.2777,1.6198,0.3279
AAPL130705P00360000,AAPL,7/5/2013,put,360,A,0.15,,0.17,,513,1104,6/28/2013,-0.022,0.0027,-29.074,2.7381,0.3688
AAPL130705C00365000,AAPL,7/5/2013,call,365,A,31.1,,32.05,,51,3,6/28/2013,0.9739,0.0035,-30.9051,3.1682,0.3279
AAPL130705P00365000,AAPL,7/5/2013,put,365,A,0.19,,0.24,,539,573,6/28/2013,-0.0306,0.0039,-35.363,3.6108,0.3402
AAPL130705C00370000,AAPL,7/5/2013,call,370,A,26.3,,27.35,,65,18,6/28/2013,0.948,0.0062,-53.455,5.5563,0.3279
AAPL130705P00370000,AAPL,7/5/2013,put,370,A,0.29,,0.35,,1422,951,6/28/2013,-0.0461,0.0057,-45.9509,5.0471,0.3163
AAPL130705C00375000,AAPL,7/5/2013,call,375,A,21.5,,22.6,,94,31,6/28/2013,0.9124,0.0095,-77.0651,8.3139,0.3178
AAPL130705P00375000,AAPL,7/5/2013,put,375,A,0.48,,0.57,,2859,1678,6/28/2013,-0.0742,0.009,-62.8374,7.337,0.2975
AAPL130705C00380000,AAPL,7/5/2013,call,380,A,16.85,,17.9,,372,151,6/28/2013,0.8906,0.0134,-76.1995,9.7845,0.267
AAPL130705P00380000,AAPL,7/5/2013,put,380,A,0.85,,0.91,,4038,3318,6/28/2013,-0.1202,0.0137,-84.3205,10.4634,0.2801
AAPL130705C00385000,AAPL,7/5/2013,call,385,A,12.65,,13.2,,828,186,6/28/2013,0.8149,0.02,-103.3502,13.944,0.2551
AAPL130705P00385000,AAPL,7/5/2013,put,385,A,1.51,,1.65,,4052,1946,6/28/2013,-0.1979,0.0197,-112.7948,14.5311,0.2698
AAPL130705C00390000,AAPL,7/5/2013,call,390,A,9,,9.4,,4261,578,6/28/2013,0.6949,0.0262,-135.8517,18.2957,0.2562
AAPL130705P00390000,AAPL,7/5/2013,put,390,A,2.67,,2.9,,6148,2066,6/28/2013,-0.3095,0.0256,-139.4224,18.4143,0.2634
AAPL130705C00395000,AAPL,7/5/2013,call,395,A,5.75,,6.2,,6589,1692,6/28/2013,0.5542,0.0305,-147.9457,20.6454,0.2477
AAPL130705P00395000,AAPL,7/5/2013,put,395,A,4.45,,4.85,,7729,1598,6/28/2013,-0.4476,0.0292,-153.7375,20.658,0.2591
AAPL130705C00400000,AAPL,7/5/2013,call,400,A,3.5,,3.75,,12037,3176,6/28/2013,0.4013,0.03,-144.1746,20.1966,0.247
AAPL130705P00400000,AAPL,7/5/2013,put,400,A,7.1,,7.5,,4160,2348,6/28/2013,-0.5941,0.0288,-149.9294,20.2562,0.258
AAPL130705C00405000,AAPL,7/5/2013,call,405,A,1.86,,2.06,,7500,2441,6/28/2013,0.2605,0.0254,-119.2351,16.9606,0.2434
AAPL130705P00405000,AAPL,7/5/2013,put,405,A,10.3,,10.95,,845,1929,6/28/2013,-0.7295,0.0248,-126.2247,17.2897,0.255
AAPL130705C00410000,AAPL,7/5/2013,call,410,A,0.99,,1.05,,12464,3373,6/28/2013,0.1549,0.0185,-88.1296,12.4395,0.2454
AAPL130705P00410000,AAPL,7/5/2013,put,410,A,14.3,,15.05,,754,1816,6/28/2013,-0.831,0.0185,-97.6093,13.1692,0.2597
AAPL130705C00415000,AAPL,7/5/2013,call,415,A,0.5,,0.55,,4880,2594,6/28/2013,0.0877,0.0121,-60.4339,8.3194,0.2517
AAPL130705P00415000,AAPL,7/5/2013,put,415,A,18.8,,19.65,,359,1502,6/28/2013,-0.8935,0.0129,-74.5538,9.5965,0.2733
AAPL130705C00420000,AAPL,7/5/2013,call,420,A,0.25,,0.3,,4060,3048,6/28/2013,0.0491,0.0075,-40.0209,5.3122,0.2611
AAPL130705P00420000,AAPL,7/5/2013,put,420,A,23.3,,24.35,,276,1008,6/28/2013,-0.899,0.0101,-88.3427,9.232,0.336
AAPL130705C00425000,AAPL,7/5/2013,call,425,A,0.12,,0.18,,1118,1859,6/28/2013,0.0276,0.0045,-25.9953,3.3153,0.2718
AAPL130705P00425000,AAPL,7/5/2013,put,425,A,27.95,,29.25,,161,808,6/28/2013,-0.9343,0.0071,-65.0606,6.6815,0.3436
AAPL130705C00430000,AAPL,7/5/2013,call,430,A,0.1,,0.12,,682,2860,6/28/2013,0.0197,0.0031,-21.2705,2.4947,0.2955
AAPL130705P00430000,AAPL,7/5/2013,put,430,A,32.9,,34.55,,123,500,6/28/2013,-0.9614,0.0047,-42.1939,4.3762,0.3436
AAPL130705C00435000,AAPL,7/5/2013,call,435,A,0.08,,0.1,,336,1376,6/28/2013,0.0153,0.0023,-18.6806,2.0128,0.3217
AAPL130705P00435000,AAPL,7/5/2013,put,435,A,37.9,,39.55,,81,564,6/28/2013,-0.9784,0.0028,-25.5403,2.6974,0.3436
AAPL130705C00440000,AAPL,7/5/2013,call,440,A,0.06,,0.07,,260,1185,6/28/2013,0.011,0.0016,-14.865,1.5107,0.3412
AAPL130705P00440000,AAPL,7/5/2013,put,440,A,42.85,,44.5,,48,603,6/28/2013,-0.9885,0.0017,-14.3334,1.568,0.3436
AAPL130705C00445000,AAPL,7/5/2013,call,445,A,0.03,,0.07,,77,944,6/28/2013,0.0078,0.0011,-11.5727,1.1197,0.3584
AAPL130705P00445000,AAPL,7/5/2013,put,445,A,47.85,,49.45,,28,583,6/28/2013,-0.9942,0.0009,-7.3171,0.8614,0.3436
AAPL130705C00450000,AAPL,7/5/2013,call,450,A,0.03,,0.05,,400,1782,6/28/2013,0.0062,0.0009,-10.0232,0.9145,0.3801
AAPL130705P00450000,AAPL,7/5/2013,put,450,A,52.7,,54.4,,22,104,6/28/2013,-0.9972,0.0005,-3.2077,0.4481,0.3436
AAPL130705C00455000,AAPL,7/5/2013,call,455,A,0.03,,0.04,,338,870,6/28/2013,0.0053,0.0007,-9.2309,0.7924,0.404
AAPL130705P00455000,AAPL,7/5/2013,put,455,A,57.75,,59.2,,28,96,6/28/2013,-0.9987,0.0002,-0.9452,0.2211,0.3436
AAPL130705C00460000,AAPL,7/5/2013,call,460,A,0.02,,0.03,,236,1015,6/28/2013,0.0028,0.0004,-5.3456,0.4589,0.404
AAPL130705P00460000,AAPL,7/5/2013,put,460,A,62.65,,64.35,,1,73,6/28/2013,-0.9994,0.0001,0.2318,0.1037,0.3436
AAPL130705C00465000,AAPL,7/5/2013,call,465,A,0.02,,0.03,,102,704,6/28/2013,0.0015,0.0002,-2.9875,0.2565,0.404
AAPL130705P00465000,AAPL,7/5/2013,put,465,A,67.65,,69.15,,0,39,6/28/2013,-0.9998,0,0.8141,0.0463,0.3436
AAPL130705C00470000,AAPL,7/5/2013,call,470,A,0.01,,0.03,,1,622,6/28/2013,0.0008,0.0001,-1.6131,0.1385,0.404
AAPL130705P00470000,AAPL,7/5/2013,put,470,A,72.8,,74.2,,13,62,6/28/2013,-0.9999,0,1.0911,0.0197,0.3436
AAPL130705C00475000,AAPL,7/5/2013,call,475,A,0.01,,0.03,,153,504,6/28/2013,0.0004,0.0001,-0.8426,0.0723,0.404
AAPL130705P00475000,AAPL,7/5/2013,put,475,A,77.8,,79.35,,7,22,6/28/2013,-1,0,1.2205,0.008,0.3436
AAPL130705C00480000,AAPL,7/5/2013,call,480,A,0.01,,0.03,,0,537,6/28/2013,0.0002,0,-0.4262,0.0366,0.404
AAPL130705P00480000,AAPL,7/5/2013,put,480,A,82.95,,84.3,,0,21,6/28/2013,-1,0,1.2828,0.0031,0.3436
AAPL130705C00485000,AAPL,7/5/2013,call,485,A,0.01,,0.03,,0,86,6/28/2013,0.0001,0,-0.209,0.0179,0.404
AAPL130705P00485000,AAPL,7/5/2013,put,485,A,87.65,,89.45,,0,0,6/28/2013,-1,0,1.3159,0.0011,0.3436
AAPL130705C00490000,AAPL,7/5/2013,call,490,A,0,,0.03,,0,141,6/28/2013,0,0,-0.0994,0.0085,0.404
AAPL130705P00490000,AAPL,7/5/2013,put,490,A,92.65,,94.3,,0,3,6/28/2013,-1,0,1.337,0.0004,0.3436
AAPL130705C00495000,AAPL,7/5/2013,call,495,A,0,,0.02,,0,67,6/28/2013,0,0,-0.046,0.0039,0.404
AAPL130705P00495000,AAPL,7/5/2013,put,495,A,97.7,,99.2,,5,0,6/28/2013,-1,0,1.3533,0.0001,0.3436
AAPL130705C00500000,AAPL,7/5/2013,call,500,A,0.01,,0.02,,0,711,6/28/2013,0,0,-0.0207,0.0018,0.404
AAPL130705P00500000,AAPL,7/5/2013,put,500,A,102.7,,104.25,,0,14,6/28/2013,-1,0,1.368,0,0.3436
AAPL130705C00505000,AAPL,7/5/2013,call,505,A,0.01,,0.02,,0,30,6/28/2013,0,0,-0.009,0.0008,0.404
AAPL130705P00505000,AAPL,7/5/2013,put,505,A,107,,110.3,,0,0,6/28/2013,-1,0,1.3819,0,0.3436
AAPL130705C00510000,AAPL,7/5/2013,call,510,A,0,,0.15,,0,190,6/28/2013,0,0,-0.0038,0.0002,0.404
AAPL130705P00510000,AAPL,7/5/2013,put,510,A,111.9,,115.15,,0,0,6/28/2013,-1,0,1.3958,0,0.3436
AAPL130705C00515000,AAPL,7/5/2013,call,515,A,0,,0.12,,0,14,6/28/2013,0,0,-0.0016,0.0001,0.404
AAPL130705P00515000,AAPL,7/5/2013,put,515,A,116.9,,120.3,,0,0,6/28/2013,-1,0,1.4095,0,0.3436
AAPL130705C00520000,AAPL,7/5/2013,call,520,A,0,,0.07,,0,75,6/28/2013,0,0,-0.0006,0.0001,0.404
AAPL130705P00520000,AAPL,7/5/2013,put,520,A,122,,125.15,,0,0,6/28/2013,-1,0,1.4232,0,0.3436
AAPL130705C00525000,AAPL,7/5/2013,call,525,A,0,,0.15,,0,200,6/28/2013,0,0,-0.0003,0,0.404
AAPL130705P00525000,AAPL,7/5/2013,put,525,A,126.9,,130.35,,0,0,6/28/2013,-1,0,1.4369,0,0.3436
AAPL130705C00530000,AAPL,7/5/2013,call,530,A,0,,0.16,,0,53,6/28/2013,0,0,-0.0001,0,0.404
AAPL130705P00530000,AAPL,7/5/2013,put,530,A,132.65,,134.35,,0,1,6/28/2013,-1,0,1.4504,0,0.3436
AAPL130705C00535000,AAPL,7/5/2013,call,535,A,0,,0.12,,0,12,6/28/2013,0,0,0,0,0.404
AAPL130705P00535000,AAPL,7/5/2013,put,535,A,136.9,,140.35,,0,0,6/28/2013,-1,0,1.4642,0,0.3436
AAPL130705C00540000,AAPL,7/5/2013,call,540,A,0,,0.38,,0,0,6/28/2013,0,0,0,0,0.404
AAPL130705P00540000,AAPL,7/5/2013,put,540,A,142,,145.15,,0,0,6/28/2013,-1,0,1.4779,0,0.3436
AAPL130705C00545000,AAPL,7/5/2013,call,545,A,0,,0.38,,0,0,6/28/2013,0,0,0,0,0.404
AAPL130705P00545000,AAPL,7/5/2013,put,545,A,146.9,,150.15,,0,0,6/28/2013,-1,0,1.4916,0,0.3436
AAPL130705C00550000,AAPL,7/5/2013,call,550,A,0,,0.05,,0,0,6/28/2013,0,0,0,0,0.404
AAPL130705P00550000,AAPL,7/5/2013,put,550,A,152.7,,154.25,,0,1,6/28/2013,-1,0,1.5053,0,0.3436
AAPL130705C00555000,AAPL,7/5/2013,call,555,A,0,,0.38,,0,1,6/28/2013,0,0,0,0,0.404
AAPL130705P00555000,AAPL,7/5/2013,put,555,A,156.9,,160.3,,0,0,6/28/2013,-1,0,1.5189,0,0.3436
AAPL130705C00560000,AAPL,7/5/2013,call,560,A,0,,0.38,,0,0,6/28/2013,0,0,0,0,0.404
AAPL130705P00560000,AAPL,7/5/2013,put,560,A,161.9,,165.3,,0,0,6/28/2013,-1,0,1.5326,0,0.3436
AAPL130705C00565000,AAPL,7/5/2013,call,565,A,0,,0.16,,0,0,6/28/2013,0,0,0,0,0.404
AAPL130705P00565000,AAPL,7/5/2013,put,565,A,167,,170.3,,0,0,6/28/2013,-1,0,1.5463,0,0.3436
AAPL130705C00570000,AAPL,7/5/2013,call,570,A,0,,0.12,,0,0,6/28/2013,0,0,0,0,0.404
AAPL130705P00570000,AAPL,7/5/2013,put,570,A,172,,175.3,,0,0,6/28/2013,-1,0,1.56,0,0.3436
AAPL130705C00575000,AAPL,7/5/2013,call,575,A,0,,0.38,,0,0,6/28/2013,0,0,0,0,0.404
AAPL130705P00575000,AAPL,7/5/2013,put,575,A,176.9,,180.3,,0,0,6/28/2013,-1,0,1.5737,0,0.3436
AAPL130712C00325000,AAPL,7/12/2013,call,325,A,71.1,,72.35,,0,10,6/28/2013,0.9997,0.0001,-1.2615,0.0885,0.3075
AAPL130712P00325000,AAPL,7/12/2013,put,325,A,0.09,,0.13,,31,329,6/28/2013,-0.0092,0.0007,-11.6002,1.8842,0.4502
AAPL130712C00330000,AAPL,7/12/2013,call,330,A,65.85,,67.35,,0,0,6/28/2013,0.9992,0.0001,-1.7767,0.2078,0.3075
AAPL130712P00330000,AAPL,7/12/2013,put,330,A,0.11,,0.14,,47,1,6/28/2013,-0.011,0.0009,-12.773,2.187,0.4271
AAPL130712C00335000,AAPL,7/12/2013,call,335,A,60.5,,62.45,,0,0,6/28/2013,0.9981,0.0002,-2.8125,0.4509,0.3075
AAPL130712P00335000,AAPL,7/12/2013,put,335,A,0.14,,0.18,,28,37,6/28/2013,-0.0142,0.0011,-15.3301,2.7345,0.41
AAPL130712C00340000,AAPL,7/12/2013,call,340,A,56.1,,57.4,,0,0,6/28/2013,0.996,0.0005,-4.745,0.9074,0.3075
AAPL130712P00340000,AAPL,7/12/2013,put,340,A,0.18,,0.23,,125,34,6/28/2013,-0.0184,0.0015,-18.3495,3.4176,0.3927
AAPL130712C00345000,AAPL,7/12/2013,call,345,A,51.2,,52.2,,18,0,6/28/2013,0.9918,0.001,-8.0837,1.6985,0.3075
AAPL130712P00345000,AAPL,7/12/2013,put,345,A,0.23,,0.3,,38,121,6/28/2013,-0.0241,0.002,-22.0181,4.288,0.3756
AAPL130712C00350000,AAPL,7/12/2013,call,350,A,46.35,,47.65,,0,4,6/28/2013,0.9844,0.0017,-13.4247,2.9661,0.3075
AAPL130712P00350000,AAPL,7/12/2013,put,350,A,0.36,,0.4,,70,495,6/28/2013,-0.034,0.0027,-28.503,5.7128,0.365
AAPL130712C00355000,AAPL,7/12/2013,call,355,A,41.4,,42.3,,11,0,6/28/2013,0.9722,0.0027,-21.3382,4.8463,0.3075
AAPL130712P00355000,AAPL,7/12/2013,put,355,A,0.44,,0.51,,213,663,6/28/2013,-0.0433,0.0035,-32.8379,6.9682,0.3448
AAPL130712C00360000,AAPL,7/12/2013,call,360,A,36.55,,37.9,,0,10,6/28/2013,0.9531,0.0042,-32.1972,7.4281,0.3075
AAPL130712P00360000,AAPL,7/12/2013,put,360,A,0.56,,0.68,,295,410,6/28/2013,-0.0571,0.0046,-38.7838,8.6821,0.3269
AAPL130712C00365000,AAPL,7/12/2013,call,365,A,31.85,,33,,0,20,6/28/2013,0.928,0.006,-44.0669,10.4004,0.3031
AAPL130712P00365000,AAPL,7/12/2013,put,365,A,0.81,,0.92,,152,301,6/28/2013,-0.0786,0.0062,-47.6272,11.1197,0.3135
AAPL130712C00370000,AAPL,7/12/2013,call,370,A,27.15,,27.95,,42,58,6/28/2013,0.9067,0.0078,-49.4144,12.6382,0.2804
AAPL130712P00370000,AAPL,7/12/2013,put,370,A,1.16,,1.26,,337,303,6/28/2013,-0.1079,0.0082,-57.6131,14.0552,0.3001
AAPL130712C00375000,AAPL,7/12/2013,call,375,A,22.7,,23.75,,0,2,6/28/2013,0.8556,0.0106,-67.621,17.2276,0.2831
AAPL130712P00375000,AAPL,7/12/2013,put,375,A,1.63,,1.81,,395,565,6/28/2013,-0.1486,0.0106,-69.1258,17.5595,0.2883
AAPL130712C00380000,AAPL,7/12/2013,call,380,A,18.55,,19.15,,153,214,6/28/2013,0.8038,0.0136,-78.0538,20.9683,0.2691
AAPL130712P00380000,AAPL,7/12/2013,put,380,A,2.41,,2.6,,813,1189,6/28/2013,-0.2048,0.0134,-82.2219,21.5213,0.2799
AAPL130712C00385000,AAPL,7/12/2013,call,385,A,14.7,,15.2,,34,148,6/28/2013,0.73,0.0166,-91.1609,25.0579,0.2636
AAPL130712P00385000,AAPL,7/12/2013,put,385,A,3.5,,3.6,,1147,616,6/28/2013,-0.2745,0.0162,-93.0936,25.2641,0.2701
AAPL130712C00390000,AAPL,7/12/2013,call,390,A,11.25,,11.75,,521,126,6/28/2013,0.6412,0.019,-101.2163,28.3202,0.2594
AAPL130712P00390000,AAPL,7/12/2013,put,390,A,5,,5.3,,685,584,6/28/2013,-0.3622,0.0185,-103.505,28.4123,0.2672
AAPL130712C00395000,AAPL,7/12/2013,call,395,A,8.3,,8.7,,525,194,6/28/2013,0.5421,0.0205,-105.4647,30.0663,0.2549
AAPL130712P00395000,AAPL,7/12/2013,put,395,A,7,,7.35,,1133,676,6/28/2013,-0.4586,0.0199,-107.7768,30.0718,0.2631
AAPL130712C00400000,AAPL,7/12/2013,call,400,A,5.9,,6.25,,1782,1498,6/28/2013,0.4387,0.0206,-103.7593,29.8773,0.2526
AAPL130712P00400000,AAPL,7/12/2013,put,400,A,9.5,,9.9,,499,947,6/28/2013,-0.5593,0.0201,-105.4063,29.9004,0.2591
AAPL130712C00405000,AAPL,7/12/2013,call,405,A,4,,4.3,,1502,355,6/28/2013,0.3386,0.0193,-95.2267,27.7248,0.25
AAPL130712P00405000,AAPL,7/12/2013,put,405,A,12.6,,13.05,,185,988,6/28/2013,-0.6557,0.0188,-98.0546,27.9024,0.2587
AAPL130712C00410000,AAPL,7/12/2013,call,410,A,2.63,,2.88,,1736,676,6/28/2013,0.2507,0.0168,-82.8974,24.1195,0.2503
AAPL130712P00410000,AAPL,7/12/2013,put,410,A,16.2,,16.8,,107,859,6/28/2013,-0.7386,0.0164,-87.6906,24.6512,0.2624
AAPL130712C00415000,AAPL,7/12/2013,call,415,A,1.65,,1.89,,1133,1601,6/28/2013,0.1769,0.0137,-67.4713,19.6708,0.2499
AAPL130712P00415000,AAPL,7/12/2013,put,415,A,20.15,,20.8,,64,436,6/28/2013,-0.8099,0.0136,-73.2077,20.5728,0.2633
AAPL130712C00420000,AAPL,7/12/2013,call,420,A,1.05,,1.17,,1063,1013,6/28/2013,0.1211,0.0106,-52.6644,15.2554,0.2516
AAPL130712P00420000,AAPL,7/12/2013,put,420,A,24.1,,25.15,,40,478,6/28/2013,-0.8769,0.0106,-52.5812,15.4355,0.2537
AAPL130712C00425000,AAPL,7/12/2013,call,425,A,0.66,,0.76,,428,570,6/28/2013,0.0819,0.0078,-40.2315,11.4702,0.2557
AAPL130712P00425000,AAPL,7/12/2013,put,425,A,28.55,,29.75,,97,414,6/28/2013,-0.9301,0.0073,-32.5353,10.1678,0.2416
AAPL130712C00430000,AAPL,7/12/2013,call,430,A,0.41,,0.51,,561,783,6/28/2013,0.0556,0.0057,-30.5057,8.4999,0.2617
AAPL130712P00430000,AAPL,7/12/2013,put,430,A,33.35,,34.5,,57,157,6/28/2013,-0.9349,0.0061,-35.0931,9.6175,0.275
AAPL130712C00435000,AAPL,7/12/2013,call,435,A,0.25,,0.35,,206,602,6/28/2013,0.0375,0.004,-22.7831,6.2,0.268
AAPL130712P00435000,AAPL,7/12/2013,put,435,A,38.15,,39.45,,1,124,6/28/2013,-0.9585,0.0043,-24.1833,6.7294,0.275
AAPL130712C00440000,AAPL,7/12/2013,call,440,A,0.15,,0.22,,109,906,6/28/2013,0.0241,0.0028,-15.9799,4.2916,0.2716
AAPL130712P00440000,AAPL,7/12/2013,put,440,A,42.95,,44.25,,15,78,6/28/2013,-0.9745,0.0028,-15.7923,4.5082,0.275
AAPL130712C00445000,AAPL,7/12/2013,call,445,A,0.11,,0.18,,43,334,6/28/2013,0.0185,0.0021,-13.4295,3.434,0.2853
AAPL130712P00445000,AAPL,7/12/2013,put,445,A,48,,49.4,,1,148,6/28/2013,-0.9848,0.0018,-9.6995,2.8961,0.275
AAPL130712C00450000,AAPL,7/12/2013,call,450,A,0.06,,0.14,,56,565,6/28/2013,0.0125,0.0015,-9.8317,2.4599,0.2916
AAPL130712P00450000,AAPL,7/12/2013,put,450,A,52.95,,54.2,,25,69,6/28/2013,-0.9913,0.0011,-5.5028,1.7866,0.275
AAPL130712C00455000,AAPL,7/12/2013,call,455,A,0.04,,0.12,,1,226,6/28/2013,0.0095,0.0011,-8.0941,1.9473,0.3033
AAPL130712P00455000,AAPL,7/12/2013,put,455,A,57.7,,59.25,,36,49,6/28/2013,-0.9952,0.0007,-2.7496,1.0599,0.275
AAPL130712C00460000,AAPL,7/12/2013,call,460,A,0.02,,0.09,,11,284,6/28/2013,0.0063,0.0008,-5.6652,1.3444,0.3075
AAPL130712P00460000,AAPL,7/12/2013,put,460,A,62.7,,64.25,,1,23,6/28/2013,-0.9974,0.0004,-1.023,0.6055,0.275
AAPL130712C00465000,AAPL,7/12/2013,call,465,A,0.06,,0.09,,0,230,6/28/2013,0.0037,0.0005,-3.5197,0.8353,0.3075
AAPL130712P00465000,AAPL,7/12/2013,put,465,A,67.65,,69.45,,0,18,6/28/2013,-0.9987,0.0002,0.0158,0.3335,0.275
AAPL130712C00470000,AAPL,7/12/2013,call,470,A,0.04,,0.05,,0,99,6/28/2013,0.0021,0.0002,-2.1259,0.5046,0.3075
AAPL130712P00470000,AAPL,7/12/2013,put,470,A,72.9,,74.2,,9,1,6/28/2013,-0.9993,0.0001,0.6181,0.1773,0.275
AAPL130712C00475000,AAPL,7/12/2013,call,475,A,0.03,,0.07,,0,165,6/28/2013,0.0011,0.0002,-1.2495,0.2965,0.3075
AAPL130712P00475000,AAPL,7/12/2013,put,475,A,77.8,,79.25,,11,8,6/28/2013,-0.9997,0.0001,0.9566,0.0911,0.275
AAPL130712C00480000,AAPL,7/12/2013,call,480,A,0,,0.13,,4,104,6/28/2013,0.0005,0.0001,-0.7154,0.1698,0.3075
AAPL130712P00480000,AAPL,7/12/2013,put,480,A,82.7,,84.3,,0,5,6/28/2013,-0.9998,0,1.1429,0.0453,0.275
AAPL130712C00485000,AAPL,7/12/2013,call,485,A,0,,0.08,,4,67,6/28/2013,0.0002,0.0001,-0.3992,0.0948,0.3075
AAPL130712P00485000,AAPL,7/12/2013,put,485,A,86.95,,90.35,,0,0,6/28/2013,-0.9999,0,1.2451,0.0218,0.275
AAPL130712C00490000,AAPL,7/12/2013,call,490,A,0,,0.1,,0,22,6/28/2013,0.0002,0,-0.2174,0.0516,0.3075
AAPL130712P00490000,AAPL,7/12/2013,put,490,A,92.7,,94.15,,0,0,6/28/2013,-1,0,1.3026,0.0102,0.275
AAPL130712C00495000,AAPL,7/12/2013,call,495,A,0,,0.14,,0,3,6/28/2013,0.0001,0,-0.1156,0.0274,0.3075
AAPL130712P00495000,AAPL,7/12/2013,put,495,A,97.65,,99.15,,0,0,6/28/2013,-1,0,1.3373,0.0046,0.275
AAPL130712C00500000,AAPL,7/12/2013,call,500,A,0,,0.07,,0,44,6/28/2013,0,0,-0.0601,0.0143,0.3075
AAPL130712P00500000,AAPL,7/12/2013,put,500,A,102.65,,104.25,,0,1,6/28/2013,-1,0,1.3607,0.002,0.275
AAPL130712C00505000,AAPL,7/12/2013,call,505,A,0,,0.18,,0,0,6/28/2013,0,0,-0.0305,0.0072,0.3075
AAPL130712P00505000,AAPL,7/12/2013,put,505,A,106.9,,110.3,,0,0,6/28/2013,-1,0,1.3788,0.0009,0.275
AAPL130712C00510000,AAPL,7/12/2013,call,510,A,0,,0.08,,0,0,6/28/2013,0,0,-0.0152,0.0036,0.3075
AAPL130712P00510000,AAPL,7/12/2013,put,510,A,112.65,,114.3,,3,0,6/28/2013,-1,0,1.3944,0.0004,0.275
AAPL130712C00515000,AAPL,7/12/2013,call,515,A,0,,0.14,,0,0,6/28/2013,0,0,-0.0074,0.0018,0.3075
AAPL130712P00515000,AAPL,7/12/2013,put,515,A,117,,120.15,,0,0,6/28/2013,-1,0,1.4089,0.0001,0.275
AAPL130712C00520000,AAPL,7/12/2013,call,520,A,0,,0.07,,0,5,6/28/2013,0,0,-0.0035,0.0008,0.3075
AAPL130712P00520000,AAPL,7/12/2013,put,520,A,121.9,,125.3,,0,0,6/28/2013,-1,0,1.4229,0.0001,0.275
AAPL130712C00525000,AAPL,7/12/2013,call,525,A,0,,0.15,,0,0,6/28/2013,0,0,-0.0017,0.0004,0.3075
AAPL130712P00525000,AAPL,7/12/2013,put,525,A,126.9,,130.15,,0,0,6/28/2013,-1,0,1.4367,0,0.275
AAPL130712C00530000,AAPL,7/12/2013,call,530,A,0,,0.12,,0,0,6/28/2013,0,0,-0.0008,0.0002,0.3075
AAPL130712P00530000,AAPL,7/12/2013,put,530,A,131.9,,135.15,,0,0,6/28/2013,-1,0,1.4504,0,0.275
AAPL130712C00535000,AAPL,7/12/2013,call,535,A,0,,0.12,,0,0,6/28/2013,0,0,-0.0003,0.0001,0.3075
AAPL130712P00535000,AAPL,7/12/2013,put,535,A,136.9,,140.3,,0,0,6/28/2013,-1,0,1.4641,0,0.275
AAPL130712C00540000,AAPL,7/12/2013,call,540,A,0,,0.12,,0,0,6/28/2013,0,0,-0.0002,0,0.3075
AAPL130712P00540000,AAPL,7/12/2013,put,540,A,141.9,,145.35,,0,0,6/28/2013,-1,0,1.4778,0,0.275
AAPL130712C00545000,AAPL,7/12/2013,call,545,A,0,,0.19,,0,0,6/28/2013,0,0,-0.0001,0,0.3075
AAPL130712P00545000,AAPL,7/12/2013,put,545,A,146.9,,150.35,,0,0,6/28/2013,-1,0,1.4915,0,0.275
AAPL130712C00550000,AAPL,7/12/2013,call,550,A,0,,0.04,,0,0,6/28/2013,0,0,0,0,0.3075
AAPL130712P00550000,AAPL,7/12/2013,put,550,A,151.9,,155.3,,0,0,6/28/2013,-1,0,1.5052,0,0.275
AAPL130712C00555000,AAPL,7/12/2013,call,555,A,0,,0.12,,0,0,6/28/2013,0,0,0,0,0.3075
AAPL130712P00555000,AAPL,7/12/2013,put,555,A,156.95,,160,,0,0,6/28/2013,-1,0,1.5189,0,0.275
AAPL130712C00560000,AAPL,7/12/2013,call,560,A,0,,0.12,,0,0,6/28/2013,0,0,0,0,0.3075
AAPL130712P00560000,AAPL,7/12/2013,put,560,A,162,,165.3,,0,0,6/28/2013,-1,0,1.5326,0,0.275
AAPL130720C00230000,AAPL,7/20/2013,call,230,A,165.25,,168.2,,0,2,6/28/2013,1,0,-0.6294,0,0.2984
AAPL130720P00230000,AAPL,7/20/2013,put,230,A,0,,0.04,,0,357,6/28/2013,0,0,0,0,0.3614
AAPL130720C00235000,AAPL,7/20/2013,call,235,A,159.75,,163.1,,0,0,6/28/2013,1,0,-0.6431,0,0.2984
AAPL130720P00235000,AAPL,7/20/2013,put,235,A,0,,0.04,,0,137,6/28/2013,0,0,0,0,0.3614
AAPL130720C00240000,AAPL,7/20/2013,call,240,A,155.05,,158.1,,0,1,6/28/2013,1,0,-0.6569,0,0.2984
AAPL130720P00240000,AAPL,7/20/2013,put,240,A,0,,0.04,,0,73,6/28/2013,0,0,0,0,0.3614
AAPL130720C00245000,AAPL,7/20/2013,call,245,A,150.05,,153.2,,0,0,6/28/2013,1,0,-0.6705,0,0.2984
