contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
AAPL150117C00440000,AAPL,1/17/2015,call,440,A,38.4,,39.6,,19,2632,6/28/2013,0.4239,0.0025,-15.3995,188.3648,0.309
AAPL150117P00440000,AAPL,1/17/2015,put,440,A,94.6,,96.25,,2,3280,6/28/2013,-0.5372,0.0023,-23.0888,188.7658,0.3174
AAPL150117C00445000,AAPL,1/17/2015,call,445,A,36.85,,38.1,,15,330,6/28/2013,0.4125,0.0025,-15.371,187.4064,0.3086
AAPL150117P00445000,AAPL,1/17/2015,put,445,A,98.25,,99.65,,10,367,6/28/2013,-0.5481,0.0023,-23.0708,187.9293,0.3173
AAPL150117C00450000,AAPL,1/17/2015,call,450,A,35.65,,36.55,,187,10112,6/28/2013,0.4016,0.0025,-15.357,186.333,0.3086
AAPL150117P00450000,AAPL,1/17/2015,put,450,A,101.9,,103.45,,10,8075,6/28/2013,-0.5583,0.0023,-23.0924,187.0149,0.3181
AAPL150117C00455000,AAPL,1/17/2015,call,455,A,34.15,,35.2,,2,803,6/28/2013,0.3905,0.0025,-15.2969,185.0813,0.3083
AAPL150117P00455000,AAPL,1/17/2015,put,455,A,105.5,,106.9,,5,432,6/28/2013,-0.5692,0.0023,-23.0198,185.8853,0.3176
AAPL150117C00460000,AAPL,1/17/2015,call,460,A,32.9,,33.95,,68,3363,6/28/2013,0.38,0.0023,-15.2598,183.7534,0.3085
AAPL150117P00460000,AAPL,1/17/2015,put,460,A,109.05,,110.55,,55,3200,6/28/2013,-0.5798,0.0023,-22.9386,184.6285,0.3172
AAPL150117C00465000,AAPL,1/17/2015,call,465,A,31.6,,32.45,,171,732,6/28/2013,0.369,0.0023,-15.1455,182.1895,0.3076
AAPL150117P00465000,AAPL,1/17/2015,put,465,A,112.75,,114.3,,5,411,6/28/2013,-0.5899,0.0023,-22.8752,183.2987,0.3173
AAPL150117C00470000,AAPL,1/17/2015,call,470,A,30.2,,31.3,,36,2530,6/28/2013,0.3585,0.0023,-15.0494,180.5557,0.3074
AAPL150117P00470000,AAPL,1/17/2015,put,470,A,116.65,,118,,3,1425,6/28/2013,-0.5997,0.0023,-22.8058,181.8743,0.3175
AAPL150117C00475000,AAPL,1/17/2015,call,475,A,29.1,,30.15,,25,603,6/28/2013,0.3486,0.0023,-14.9734,178.8828,0.3076
AAPL150117P00475000,AAPL,1/17/2015,put,475,A,120.3,,122,,0,236,6/28/2013,-0.6095,0.0023,-22.7179,180.3387,0.3176
AAPL150117C00480000,AAPL,1/17/2015,call,480,A,28.4,,29,,20,5085,6/28/2013,0.3398,0.0023,-14.9461,177.2687,0.3086
AAPL150117P00480000,AAPL,1/17/2015,put,480,A,124.2,,125.85,,0,4535,6/28/2013,-0.6188,0.0023,-22.6255,178.7247,0.3178
AAPL150117C00485000,AAPL,1/17/2015,call,485,A,27.05,,27.85,,1,230,6/28/2013,0.3293,0.0023,-14.7753,175.2285,0.3078
AAPL150117P00485000,AAPL,1/17/2015,put,485,A,128,,129.6,,13,73,6/28/2013,-0.6288,0.0023,-22.4691,176.8925,0.3172
AAPL150117C00490000,AAPL,1/17/2015,call,490,A,25.85,,26.85,,30,1490,6/28/2013,0.3196,0.0023,-14.6338,173.194,0.3075
AAPL150117P00490000,AAPL,1/17/2015,put,490,A,131.85,,133.9,,1,1118,6/28/2013,-0.6372,0.0023,-22.4034,175.233,0.3181
AAPL150117C00495000,AAPL,1/17/2015,call,495,A,24.9,,25.9,,114,694,6/28/2013,0.3108,0.0023,-14.5306,171.2242,0.3079
AAPL150117P00495000,AAPL,1/17/2015,put,495,A,135.95,,137.9,,0,561,6/28/2013,-0.6458,0.0022,-22.3089,173.4631,0.3187
AAPL150117C00500000,AAPL,1/17/2015,call,500,A,24.05,,25,,1085,27228,6/28/2013,0.3024,0.0022,-14.4333,169.242,0.3085
AAPL150117P00500000,AAPL,1/17/2015,put,500,A,140.15,,141.75,,6,6904,6/28/2013,-0.6543,0.0022,-22.1788,171.5549,0.3189
AAPL150117C00505000,AAPL,1/17/2015,call,505,A,22.85,,23.95,,38,473,6/28/2013,0.2925,0.0022,-14.2088,166.7871,0.3074
AAPL150117P00505000,AAPL,1/17/2015,put,505,A,143.85,,146.05,,0,253,6/28/2013,-0.6631,0.0022,-22.0198,169.5188,0.3187
AAPL150117C00510000,AAPL,1/17/2015,call,510,A,22,,22.95,,17,1891,6/28/2013,0.2838,0.0022,-14.0464,164.504,0.3073
AAPL150117P00510000,AAPL,1/17/2015,put,510,A,147.5,,150,,10,1050,6/28/2013,-0.673,0.0022,-21.7535,167.0773,0.3173
AAPL150117C00515000,AAPL,1/17/2015,call,515,A,21.15,,22.15,,1,177,6/28/2013,0.2756,0.0022,-13.8985,162.2495,0.3075
AAPL150117P00515000,AAPL,1/17/2015,put,515,A,151.8,,154.15,,0,21,6/28/2013,-0.6804,0.0021,-21.6428,165.1325,0.3181
AAPL150117C00520000,AAPL,1/17/2015,call,520,A,20.3,,21.25,,35,1830,6/28/2013,0.2671,0.0021,-13.7155,159.8332,0.3073
AAPL150117P00520000,AAPL,1/17/2015,put,520,A,156.3,,158.35,,0,1533,6/28/2013,-0.6871,0.0021,-21.5703,163.3244,0.3195
AAPL150117C00525000,AAPL,1/17/2015,call,525,A,19.5,,20.6,,18,396,6/28/2013,0.2595,0.0021,-13.5706,157.5584,0.3076
AAPL150117P00525000,AAPL,1/17/2015,put,525,A,160.25,,162.75,,0,220,6/28/2013,-0.6949,0.0021,-21.3986,161.1391,0.3196
AAPL150117C00530000,AAPL,1/17/2015,call,530,A,18.8,,19.75,,27,1459,6/28/2013,0.2517,0.0021,-13.3913,155.126,0.3076
AAPL150117P00530000,AAPL,1/17/2015,put,530,A,164.6,,167.15,,0,1040,6/28/2013,-0.7013,0.002,-21.3101,159.2758,0.3209
AAPL150117C00535000,AAPL,1/17/2015,call,535,A,18,,19,,1,101,6/28/2013,0.2439,0.002,-13.1922,152.592,0.3075
AAPL150117P00535000,AAPL,1/17/2015,put,535,A,168.7,,170.95,,0,35,6/28/2013,-0.7105,0.002,-21.0021,156.505,0.3192
AAPL150117C00540000,AAPL,1/17/2015,call,540,A,17.3,,18.35,,3,2490,6/28/2013,0.2367,0.002,-13.0189,150.1699,0.3076
AAPL150117P00540000,AAPL,1/17/2015,put,540,A,173,,175.7,,2,1471,6/28/2013,-0.716,0.002,-20.9432,154.7726,0.3211
AAPL150117C00545000,AAPL,1/17/2015,call,545,A,16.65,,17.65,,1,199,6/28/2013,0.2295,0.002,-12.8345,147.6934,0.3078
AAPL150117P00545000,AAPL,1/17/2015,put,545,A,177.3,,179.4,,0,54,6/28/2013,-0.7248,0.0019,-20.6244,151.9027,0.3195
AAPL150117C00550000,AAPL,1/17/2015,call,550,A,16.05,,17,,29,5191,6/28/2013,0.2227,0.0019,-12.6546,145.2405,0.308
AAPL150117P00550000,AAPL,1/17/2015,put,550,A,181.5,,184.2,,12,1745,6/28/2013,-0.7303,0.0019,-20.5294,150.0317,0.3209
AAPL150117C00560000,AAPL,1/17/2015,call,560,A,14.65,,15.75,,81,2462,6/28/2013,0.2086,0.0019,-12.2171,139.937,0.3075
AAPL150117P00560000,AAPL,1/17/2015,put,560,A,190.3,,192.65,,1,1041,6/28/2013,-0.7439,0.0019,-20.1095,145.242,0.3207
AAPL150117C00570000,AAPL,1/17/2015,call,570,A,13.75,,14.6,,18,1839,6/28/2013,0.1968,0.0018,-11.8808,135.2024,0.3084
AAPL150117P00570000,AAPL,1/17/2015,put,570,A,199.2,,201.85,,1,1200,6/28/2013,-0.7543,0.0018,-19.8601,141.3236,0.323
AAPL150117C00580000,AAPL,1/17/2015,call,580,A,12.75,,13.65,,0,2085,6/28/2013,0.1855,0.0017,-11.5326,130.464,0.3091
AAPL150117P00580000,AAPL,1/17/2015,put,580,A,207.95,,210.6,,0,1359,6/28/2013,-0.7669,0.0017,-19.4006,136.3834,0.3226
AAPL150117C00590000,AAPL,1/17/2015,call,590,A,11.75,,12.55,,10,2519,6/28/2013,0.1736,0.0017,-11.0866,125.2048,0.3088
AAPL150117P00590000,AAPL,1/17/2015,put,590,A,217,,219.95,,0,1913,6/28/2013,-0.776,0.0017,-19.1518,132.615,0.3249
AAPL150117C00600000,AAPL,1/17/2015,call,600,A,11.3,,11.65,,270,11017,6/28/2013,0.1649,0.0016,-10.8325,121.1775,0.3108
AAPL150117P00600000,AAPL,1/17/2015,put,600,A,225.9,,228.7,,29,1461,6/28/2013,-0.788,0.0016,-18.6366,127.4409,0.3239
AAPL150117C00610000,AAPL,1/17/2015,call,610,A,10.1,,11,,52,836,6/28/2013,0.154,0.0015,-10.3797,115.9921,0.3103
AAPL150117P00610000,AAPL,1/17/2015,put,610,A,235.2,,237.95,,1,237,6/28/2013,-0.7964,0.0016,-18.355,123.6434,0.3258
AAPL150117C00620000,AAPL,1/17/2015,call,620,A,9.35,,10.1,,6,1497,6/28/2013,0.1448,0.0015,-9.9944,111.2935,0.3106
AAPL150117P00620000,AAPL,1/17/2015,put,620,A,244.35,,247.05,,1,850,6/28/2013,-0.8059,0.0015,-17.9453,119.1732,0.3261
AAPL150117C00630000,AAPL,1/17/2015,call,630,A,9.05,,9.4,,3,1443,6/28/2013,0.1375,0.0014,-9.7348,107.5046,0.3124
AAPL150117P00630000,AAPL,1/17/2015,put,630,A,253.7,,256.25,,0,378,6/28/2013,-0.8142,0.0014,-17.6034,115.1743,0.3272
AAPL150117C00640000,AAPL,1/17/2015,call,640,A,8.35,,8.85,,51,1362,6/28/2013,0.1298,0.0013,-9.4083,103.3599,0.3133
AAPL150117P00640000,AAPL,1/17/2015,put,640,A,263.3,,265.5,,0,414,6/28/2013,-0.8209,0.0014,-17.3472,111.7824,0.3293
AAPL150117C00650000,AAPL,1/17/2015,call,650,A,8.1,,8.3,,79,5812,6/28/2013,0.1237,0.0013,-9.1847,100.0026,0.3154
AAPL150117P00650000,AAPL,1/17/2015,put,650,A,272.1,,275.1,,5,850,6/28/2013,-0.8298,0.0013,-16.8752,107.1171,0.3287
AAPL150117C00660000,AAPL,1/17/2015,call,660,A,7,,7.8,,30,2738,6/28/2013,0.1146,0.0011,-8.6799,94.7758,0.3139
AAPL150117P00660000,AAPL,1/17/2015,put,660,A,281.85,,284.45,,1,1234,6/28/2013,-0.8353,0.0013,-16.6619,104.1598,0.3312
AAPL150117C00670000,AAPL,1/17/2015,call,670,A,6.35,,7.3,,60,2721,6/28/2013,0.1065,0.0011,-8.2254,89.9315,0.3129
AAPL150117P00670000,AAPL,1/17/2015,put,670,A,291,,294.25,,0,762,6/28/2013,-0.8417,0.0011,-16.3485,100.6412,0.3323
AAPL150117C00680000,AAPL,1/17/2015,call,680,A,6.3,,6.9,,0,2487,6/28/2013,0.1028,0.0011,-8.1265,87.7167,0.3163
AAPL150117P00680000,AAPL,1/17/2015,put,680,A,300.6,,303.15,,0,835,6/28/2013,-0.8498,0.0011,-15.8632,96.0573,0.3313
AAPL150117C00690000,AAPL,1/17/2015,call,690,A,6.05,,6.55,,0,2365,6/28/2013,0.0984,0.0011,-7.94,84.9539,0.3185
AAPL150117P00690000,AAPL,1/17/2015,put,690,A,310.2,,313.1,,0,522,6/28/2013,-0.8531,0.0011,-15.7656,94.1028,0.3351
AAPL150117C00700000,AAPL,1/17/2015,call,700,A,5.6,,6.15,,334,11113,6/28/2013,0.0927,0.001,-7.621,81.3026,0.3189
AAPL150117P00700000,AAPL,1/17/2015,put,700,A,319.85,,322.85,,0,1528,6/28/2013,-0.857,0.0011,-15.6013,91.782,0.3379
AAPL150117C00710000,AAPL,1/17/2015,call,710,A,5.35,,5.8,,0,1116,6/28/2013,0.0883,0.001,-7.4036,78.4589,0.3205
AAPL150117P00710000,AAPL,1/17/2015,put,710,A,329.25,,331.7,,0,561,6/28/2013,-0.8663,0.0011,-14.9315,86.1198,0.3343
AAPL150117C00720000,AAPL,1/17/2015,call,720,A,4.65,,5.5,,1,974,6/28/2013,0.0818,0.0009,-6.9743,74.1033,0.3192
AAPL150117P00720000,AAPL,1/17/2015,put,720,A,338.7,,342,,0,557,6/28/2013,-0.8689,0.001,-14.8524,84.5184,0.338
AAPL150117C00730000,AAPL,1/17/2015,call,730,A,4.7,,5.15,,0,1185,6/28/2013,0.0793,0.0009,-6.8943,72.4111,0.3224
AAPL150117P00730000,AAPL,1/17/2015,put,730,A,348.5,,351.65,,0,805,6/28/2013,-0.8722,0.001,-14.6841,82.3708,0.3405
AAPL150117C00740000,AAPL,1/17/2015,call,740,A,4.5,,4.9,,7,208,6/28/2013,0.076,0.0009,-6.7232,70.0983,0.3242
AAPL150117P00740000,AAPL,1/17/2015,put,740,A,358,,360.5,,0,67,6/28/2013,-0.8811,0.0009,-13.985,76.5953,0.3361
AAPL150117C00750000,AAPL,1/17/2015,call,750,A,4.4,,4.7,,7,1764,6/28/2013,0.0735,0.0009,-6.6254,68.3905,0.3271
AAPL150117P00750000,AAPL,1/17/2015,put,750,A,367.5,,370.5,,20,129,6/28/2013,-0.8847,0.0009,-13.7629,74.1829,0.3377
AAPL150117C00760000,AAPL,1/17/2015,call,760,A,4,,4.45,,16,291,6/28/2013,0.0692,0.0008,-6.3362,65.303,0.3272
AAPL150117P00760000,AAPL,1/17/2015,put,760,A,377.3,,380.4,,0,44,6/28/2013,-0.8867,0.0009,-13.6771,72.7861,0.341
AAPL150117C00770000,AAPL,1/17/2015,call,770,A,3.8,,4.2,,0,264,6/28/2013,0.0656,0.0008,-6.1001,62.658,0.3279
AAPL150117P00770000,AAPL,1/17/2015,put,770,A,387,,389.75,,0,42,6/28/2013,-0.8921,0.0008,-13.2573,69.0709,0.3398
AAPL150117C00780000,AAPL,1/17/2015,call,780,A,3.6,,4,,0,211,6/28/2013,0.0623,0.0007,-5.8797,60.1753,0.3287
AAPL150117P00780000,AAPL,1/17/2015,put,780,A,396.65,,400,,0,14,6/28/2013,-0.8935,0.0008,-13.2127,68.0714,0.3435
AAPL150117C00790000,AAPL,1/17/2015,call,790,A,3.4,,3.8,,0,972,6/28/2013,0.0593,0.0007,-5.6814,57.9029,0.3297
AAPL150117P00790000,AAPL,1/17/2015,put,790,A,406.55,,409.25,,0,19,6/28/2013,-0.8978,0.0008,-12.8625,64.9345,0.343
AAPL150117C00800000,AAPL,1/17/2015,call,800,A,3.25,,3.65,,5,3477,6/28/2013,0.0569,0.0007,-5.5317,56.0427,0.3313
AAPL150117P00800000,AAPL,1/17/2015,put,800,A,416.15,,418.8,,0,120,6/28/2013,-0.903,0.0007,-12.4226,61.1713,0.3411
AAPL150117C00810000,AAPL,1/17/2015,call,810,A,2.94,,3.45,,10,383,6/28/2013,0.0533,0.0007,-5.2537,53.2356,0.3309
AAPL150117P00810000,AAPL,1/17/2015,put,810,A,425.95,,429.65,,0,6,6/28/2013,-0.9065,0.0007,-12.1309,58.5106,0.3411
AAPL150117C00820000,AAPL,1/17/2015,call,820,A,2.95,,3.3,,0,166,6/28/2013,0.0519,0.0005,-5.1977,52.1696,0.3337
AAPL150117P00820000,AAPL,1/17/2015,put,820,A,435.75,,439.45,,0,41,6/28/2013,-0.9098,0.0007,-11.8486,55.9493,0.3411
AAPL150117C00830000,AAPL,1/17/2015,call,830,A,2.79,,3.25,,0,222,6/28/2013,0.0502,0.0005,-5.0929,50.7634,0.3357
AAPL150117P00830000,AAPL,1/17/2015,put,830,A,445.8,,449.15,,0,60,6/28/2013,-0.913,0.0005,-11.5756,53.4854,0.3411
